OrderID,ReceptionDate,Lat,Lon,DesiredDeliveryDate(Start),DesiredDeliveryDate(End),Delivery Time,Product
1,2024/10/03,13.822114635832381,100.63735493128546,2024/10/06,2024/10/06,10:52,1
2,2024/10/04,13.699349678165841,100.56283581026557,2024/10/06,2024/10/06,14:24,4
3,2024/09/29,13.616316359748495,100.61035063454884,2024/10/01,2024/10/03,18:57,1
4,2024/09/30,13.726858253866585,100.61905022063459,2024/10/03,2024/10/05,12:33,4
5,2024/09/29,13.81447214140137,100.52564285485603,2024/09/30,2024/10/01,11:06,1
6,2024/09/29,13.647107394273721,100.50881367187274,2024/09/30,2024/10/02,15:50,1
7,2024/09/30,13.711885235553021,100.62190994447585,2024/10/02,2024/10/02,16:00,2
8,2024/09/30,13.753056206143247,100.63556020228083,2024/10/02,2024/10/03,15:19,1
9,2024/10/04,13.64479978222119,100.50642172815303,2024/10/06,2024/10/06,08:26,4
10,2024/09/30,13.625325898214298,100.57234001052537,2024/10/02,2024/10/02,16:34,4
11,2024/10/01,13.821675542485876,100.53062447166776,2024/10/02,2024/10/02,14:13,1
12,2024/09/29,13.658501443994842,100.52589925995942,2024/09/30,2024/10/01,11:15,1
13,2024/09/30,13.690136307185082,100.6383964305198,2024/10/01,2024/10/01,09:20,4
14,2024/10/04,13.839420436174382,100.57550313750947,2024/10/05,2024/10/06,12:53,2
15,2024/10/02,13.628214912827454,100.57136359008085,2024/10/03,2024/10/04,09:53,1
16,2024/10/03,13.743055142168666,100.56273087092384,2024/10/06,2024/10/07,15:57,1
17,2024/09/29,13.8223170744212,100.5689443112839,2024/10/02,2024/10/04,18:12,1
18,2024/10/02,13.697235042366538,100.51981545341714,2024/10/05,2024/10/05,08:00,1
19,2024/10/03,13.674574930406953,100.62529597002889,2024/10/05,2024/10/05,14:02,4
20,2024/10/03,13.690927782278637,100.5872268213564,2024/10/05,2024/10/06,13:58,3
21,2024/10/03,13.73540388301282,100.48551669847271,2024/10/04,2024/10/06,13:05,4
22,2024/10/03,13.843607107957709,100.56280122371982,2024/10/04,2024/10/04,11:15,1
23,2024/10/03,13.848188643770756,100.59462248713272,2024/10/06,2024/10/08,14:31,2
24,2024/10/03,13.745025111113163,100.64870825773137,2024/10/05,2024/10/06,16:11,1
25,2024/09/29,13.674772322623253,100.47376268951808,2024/10/01,2024/10/03,08:38,3
26,2024/09/29,13.659321639009265,100.60882992194021,2024/09/30,2024/09/30,14:01,4
27,2024/09/30,13.803428867626451,100.53264956171944,2024/10/03,2024/10/04,09:23,4
28,2024/10/02,13.842437039171074,100.641976141278,2024/10/04,2024/10/06,08:52,4
29,2024/10/04,13.650922419423729,100.59628935483579,2024/10/05,2024/10/05,15:56,4
30,2024/10/01,13.703660985150123,100.52363832218471,2024/10/04,2024/10/06,18:17,4
31,2024/10/03,13.608064905436153,100.4808358013604,2024/10/05,2024/10/07,15:40,3
32,2024/10/03,13.84048088251848,100.47843274164016,2024/10/05,2024/10/05,16:54,1
33,2024/09/30,13.725876593935256,100.63624860579499,2024/10/03,2024/10/03,12:08,2
34,2024/10/01,13.656309715110101,100.57336604540077,2024/10/03,2024/10/03,13:12,4
35,2024/10/02,13.80878744174354,100.62372704130972,2024/10/03,2024/10/04,08:35,2
36,2024/09/29,13.618665253624268,100.46485672651424,2024/09/30,2024/10/02,09:19,4
37,2024/10/01,13.64749209450836,100.48666128849678,2024/10/02,2024/10/03,09:35,1
38,2024/09/29,13.735125219064571,100.60595821289631,2024/10/02,2024/10/02,17:36,4
39,2024/10/02,13.665442336003775,100.58738550916271,2024/10/04,2024/10/04,10:58,4
40,2024/09/30,13.737690924702559,100.50479367715916,2024/10/03,2024/10/05,17:27,2
41,2024/09/29,13.800924120548109,100.50396382855459,2024/10/02,2024/10/02,15:01,2
