OrderID,ReceptionDate,Lat,Lon,DesiredDeliveryDate(Start),DesiredDeliveryDate(End),Delivery Time,Product
1,2024/09/30,13.723023403184923,100.58591873123048,2024/10/03,2024/10/03,18:15,4
2,2024/09/30,13.605189765701667,100.61433250254431,2024/10/01,2024/10/01,15:13,1
3,2024/09/29,13.765406395576504,100.52720120346325,2024/10/02,2024/10/04,11:50,3
4,2024/10/04,13.672069548910072,100.47246955244711,2024/10/07,2024/10/09,16:05,4
5,2024/09/29,13.808432880979804,100.54578973601633,2024/10/01,2024/10/01,10:54,1
6,2024/10/01,13.821884907676615,100.53225726196902,2024/10/03,2024/10/05,14:13,1
7,2024/10/04,13.745144657308725,100.45167719810787,2024/10/07,2024/10/07,14:22,1
8,2024/10/03,13.722126638096121,100.53377099641651,2024/10/05,2024/10/06,08:01,3
9,2024/10/02,13.761587489183132,100.45941832315486,2024/10/03,2024/10/04,16:02,1
10,2024/10/04,13.68176907853977,100.49115452378969,2024/10/07,2024/10/07,11:55,2
11,2024/10/03,13.749874441210508,100.64040025279259,2024/10/05,2024/10/05,08:04,1
12,2024/10/04,13.657560400389194,100.61663474047049,2024/10/07,2024/10/08,18:31,2
13,2024/10/02,13.72834988705499,100.58939790375227,2024/10/03,2024/10/04,14:22,2
14,2024/10/04,13.700425119793248,100.50721103566615,2024/10/06,2024/10/08,10:51,1
15,2024/09/30,13.801010858873333,100.48839389729721,2024/10/01,2024/10/02,13:52,1
16,2024/10/01,13.676471222892104,100.59223011730748,2024/10/02,2024/10/04,08:19,4
17,2024/10/03,13.82037790972211,100.62611422092307,2024/10/04,2024/10/06,15:29,4
18,2024/10/02,13.791363191147186,100.47685344676322,2024/10/03,2024/10/05,16:59,2
19,2024/09/30,13.728863773679707,100.50889721962346,2024/10/02,2024/10/04,15:54,2
20,2024/09/30,13.71995544531228,100.45937516188383,2024/10/03,2024/10/04,10:39,1
21,2024/10/02,13.754288285126359,100.53984559116148,2024/10/05,2024/10/06,13:10,1
22,2024/10/04,13.730450897195801,100.523400535269,2024/10/05,2024/10/06,11:03,2
23,2024/10/01,13.806094850614357,100.49239780051339,2024/10/03,2024/10/03,15:28,4
24,2024/10/03,13.716771232126819,100.46037348192851,2024/10/05,2024/10/06,18:37,1
25,2024/10/03,13.666265036311822,100.45702834766685,2024/10/05,2024/10/06,13:17,4
26,2024/10/02,13.771740486510039,100.4883551867021,2024/10/03,2024/10/03,14:30,3
27,2024/09/29,13.714184593132613,100.60528783482623,2024/09/30,2024/09/30,15:34,1
28,2024/10/04,13.63196427771592,100.51757011676854,2024/10/06,2024/10/06,12:04,3
29,2024/09/30,13.84366261601506,100.60236808211744,2024/10/02,2024/10/02,13:46,4
30,2024/10/03,13.603721458926092,100.63010331842489,2024/10/04,2024/10/05,13:55,4
31,2024/10/04,13.625768432691677,100.62100295865297,2024/10/06,2024/10/07,18:58,2
32,2024/09/29,13.712625718999686,100.48422586346742,2024/10/02,2024/10/03,08:34,4
33,2024/10/02,13.718913901340636,100.64954552850894,2024/10/04,2024/10/04,16:41,4
34,2024/10/04,13.648855835775276,100.48273645157845,2024/10/06,2024/10/07,10:38,3
35,2024/10/01,13.653795216094792,100.59168452416483,2024/10/04,2024/10/06,09:06,1
36,2024/10/02,13.724136064868565,100.62633740996594,2024/10/04,2024/10/04,09:01,3
37,2024/10/04,13.73355038268906,100.57619453766853,2024/10/05,2024/10/06,17:47,4
38,2024/10/03,13.74675867164997,100.49863353746261,2024/10/05,2024/10/07,14:45,4
39,2024/09/29,13.64979539638519,100.51927138762692,2024/10/01,2024/10/03,10:28,2
40,2024/10/02,13.679963489409404,100.46864832099394,2024/10/03,2024/10/05,13:25,1
41,2024/10/02,13.606062920359026,100.47034507722951,2024/10/05,2024/10/05,12:49,4
42,2024/09/30,13.603054707232534,100.49927530001494,2024/10/03,2024/10/04,15:57,1
43,2024/09/30,13.828042635369146,100.53242839411983,2024/10/01,2024/10/01,11:41,2
44,2024/09/29,13.83883343759806,100.45451171327102,2024/10/02,2024/10/02,15:24,4
45,2024/10/04,13.707693770922754,100.56604889398146,2024/10/07,2024/10/09,12:01,1
46,2024/10/02,13.780922929471956,100.58869021731478,2024/10/05,2024/10/06,15:23,3
47,2024/09/30,13.807217755255353,100.53722198517798,2024/10/02,2024/10/03,11:09,4
48,2024/09/30,13.71921273641092,100.49665194378443,2024/10/01,2024/10/01,18:42,3
49,2024/10/01,13.609594579479461,100.5061353038501,2024/10/04,2024/10/04,17:47,1
50,2024/09/30,13.714780309856193,100.54082196296392,2024/10/01,2024/10/03,16:39,3
