OrderID,ReceptionDate,Lat,Lon,DesiredDeliveryDate(Start),DesiredDeliveryDate(End),Delivery Time,Product
1,2024/10/04,13.556032798828067,100.31645897268096,2024/10/06,2024/10/08,09:45,1
2,2024/10/04,14.135743753484014,100.73927427576302,2024/10/06,2024/10/08,09:32,1
3,2024/10/03,13.720252767645814,100.33837051750453,2024/10/05,2024/10/07,16:36,1
4,2024/10/02,13.866663428172995,100.77553600877255,2024/10/04,2024/10/05,09:02,1
5,2024/10/02,13.598053155776348,100.604411345161,2024/10/04,2024/10/05,15:50,1
6,2024/09/29,13.968753827320118,100.89848358694721,2024/10/01,2024/10/02,14:00,1
7,2024/10/04,13.790612616989039,100.87107719015958,2024/10/06,2024/10/08,11:55,1
8,2024/10/01,13.61599630529912,100.80011236790266,2024/10/03,2024/10/04,17:44,1
9,2024/10/01,13.638747591618891,100.79423689515835,2024/10/03,2024/10/05,08:07,1
10,2024/10/01,14.17060309473083,100.84843561900412,2024/10/03,2024/10/05,08:46,1
