OrderID,ReceptionDate,Lat,Lon,DesiredDeliveryDate(Start),DesiredDeliveryDate(End),Delivery Time,Product
1,2024/10/03,13.835990793606507,100.62220458012231,2024/10/04,2024/10/04,17:21,2
2,2024/09/30,13.618711012483086,100.63143789762017,2024/10/01,2024/10/03,08:21,2
3,2024/10/03,13.617008440919632,100.4731559756155,2024/10/06,2024/10/06,18:56,4
4,2024/10/02,13.81446379571224,100.59652906916394,2024/10/03,2024/10/05,16:37,1
5,2024/09/30,13.613517798591314,100.58536154047634,2024/10/03,2024/10/04,08:08,1
6,2024/09/30,13.666789463567182,100.59599100032453,2024/10/03,2024/10/05,11:08,1
7,2024/10/01,13.75775938749608,100.63123845880465,2024/10/02,2024/10/03,16:03,1
8,2024/09/30,13.635868362940277,100.64449431130674,2024/10/03,2024/10/04,18:25,4
9,2024/10/03,13.74579181710556,100.51689186279224,2024/10/06,2024/10/07,13:02,4
10,2024/09/29,13.734082633364105,100.57729657697456,2024/10/02,2024/10/02,09:22,1
11,2024/09/29,13.833930124893884,100.4646955815446,2024/10/02,2024/10/02,09:03,1
12,2024/10/03,13.73078310571487,100.49560936332163,2024/10/05,2024/10/05,18:54,2
13,2024/10/04,13.790764407498989,100.51523635065806,2024/10/06,2024/10/07,14:59,4
14,2024/10/04,13.693691624772221,100.49672192525486,2024/10/05,2024/10/06,08:09,1
15,2024/10/04,13.818447072813782,100.56137415021465,2024/10/07,2024/10/09,08:37,1
16,2024/10/01,13.644479779740106,100.51958249689952,2024/10/02,2024/10/02,12:22,2
17,2024/10/03,13.736024771573398,100.51878294968323,2024/10/06,2024/10/07,09:16,1
18,2024/10/03,13.62359339244942,100.53914060673726,2024/10/05,2024/10/06,15:58,3
19,2024/09/29,13.63803777797517,100.47081159679755,2024/09/30,2024/09/30,16:40,4
20,2024/10/02,13.683087830958609,100.55861502838883,2024/10/03,2024/10/03,18:33,4
21,2024/09/30,13.7802801533927,100.63119991043258,2024/10/01,2024/10/02,11:53,4
22,2024/09/29,13.779391841979761,100.55185807859067,2024/10/01,2024/10/03,10:57,1
23,2024/10/03,13.84741948620818,100.62753717110945,2024/10/05,2024/10/07,12:08,4
24,2024/09/29,13.741195958267296,100.64528832648871,2024/09/30,2024/10/01,08:44,3
25,2024/10/04,13.6629242829956,100.5346231090344,2024/10/05,2024/10/06,09:38,2
26,2024/10/04,13.780908681895944,100.51572276765243,2024/10/06,2024/10/08,08:11,2
27,2024/10/02,13.757228738211863,100.47902212997786,2024/10/03,2024/10/04,10:21,4
28,2024/10/01,13.606829361431952,100.53412829576817,2024/10/03,2024/10/04,13:32,1
29,2024/09/30,13.611571853044731,100.61004242410729,2024/10/02,2024/10/04,15:25,1
30,2024/09/30,13.78401056752139,100.49705220468026,2024/10/01,2024/10/01,17:23,2
31,2024/10/01,13.634083984068942,100.63034393388963,2024/10/04,2024/10/04,18:11,4
32,2024/10/03,13.76043678017367,100.51316790522785,2024/10/06,2024/10/06,17:03,1
33,2024/10/03,13.784082151977822,100.45765864884687,2024/10/04,2024/10/04,15:55,4
34,2024/10/01,13.610807114959131,100.48507448210876,2024/10/02,2024/10/03,14:38,2
35,2024/09/30,13.625651351231422,100.49190168793237,2024/10/03,2024/10/03,08:24,3
36,2024/09/30,13.848588539882392,100.63610282815277,2024/10/01,2024/10/03,09:04,1
37,2024/10/01,13.719307996503224,100.50949487246042,2024/10/03,2024/10/05,16:56,3
38,2024/10/02,13.648234044459686,100.60084855168702,2024/10/04,2024/10/06,13:59,4
